,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
24,DeePMD-kit,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/deepmd-kit,A deep learning package for many-body potential energy representation and molecular dynamics.,27,True,['lang-cpp'],deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,2017-12-12 15:23:44,2024-01-11 06:26:12.000,2023-10-27 13:10:24,2353.0,16.0,441.0,46.0,1432.0,37.0,461.0,1295.0,2023-10-27 19:33:04,2.2.7,41.0,64.0,deepmd-kit,deepmodeling/deepmd-kit,12.0,12.0,https://pypi.org/project/deepmd-kit,769.0,1421.0,https://anaconda.org/deepmodeling/deepmd-kit,2023-10-27 21:14:49.194,409.0,1.0,deepmodeling/deepmd-kit,https://hub.docker.com/r/deepmodeling/deepmd-kit,2023-10-29 23:31:03.651515,1.0,2049.0,30824.0,,,,,,,,,,,
25,SchNetPack,,rep-learn,MIT,https://github.com/atomistic-machine-learning/schnetpack,SchNetPack - Deep Neural Networks for Atomistic Systems.,27,True,,atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack,2018-09-03 15:44:35,2024-01-11 11:48:32.000,2024-01-11 11:48:32,1602.0,41.0,193.0,31.0,373.0,,222.0,685.0,2023-09-29 14:31:19,2.0.4,8.0,32.0,schnetpack,,65.0,65.0,https://pypi.org/project/schnetpack,415.0,415.0,,,,1.0,,,,,,,,,,,,,,,,,
26,cdk,,rep-eng,LGPL-2.1,https://github.com/cdk/cdk,The Chemistry Development Kit.,26,True,"['cheminformatics', 'lang-java']",cdk/cdk,https://github.com/cdk/cdk,2010-05-11 08:30:07,2024-01-08 20:38:27.000,2024-01-08 19:33:56,17444.0,20.0,149.0,38.0,766.0,25.0,238.0,451.0,2023-08-21 19:50:47,cdk-2.9,20.0,164.0,,,18.0,18.0,,,156.0,,,,1.0,,,,,,17542.0,org.openscience.cdk:cdk-bundle,https://search.maven.org/artifact/org.openscience.cdk/cdk-bundle,,,,,,,,,
27,Matminer,,general-tool,https://github.com/hackingmaterials/matminer/blob/main/LICENSE,https://github.com/hackingmaterials/matminer,Data mining for materials science.,26,True,,hackingmaterials/matminer,https://github.com/hackingmaterials/matminer,2015-09-24 20:37:00,2024-01-08 08:05:42.000,2023-11-10 10:02:34,4112.0,1.0,178.0,28.0,702.0,28.0,187.0,424.0,2023-06-27 15:36:52,0.9.0,66.0,50.0,matminer,conda-forge/matminer,261.0,261.0,https://pypi.org/project/matminer,11801.0,13203.0,https://anaconda.org/conda-forge/matminer,2023-10-24 08:40:46.186,54699.0,1.0,,,,,,,,,,,,,,,,,
28,JAX-DFT,,ml-dft,Apache-2.0,https://github.com/google-research/google-research/tree/master/jax_dft,Google Research.,25,True,,google-research/google-research,https://github.com/google-research/google-research,2018-10-04 18:42:48,2024-01-10 16:17:11.000,2024-01-09 23:23:51,4373.0,100.0,7453.0,749.0,671.0,828.0,301.0,31866.0,,,,763.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
29,paper-qa,,language-models,Apache-2.0,https://github.com/whitead/paper-qa,LLM Chain for answering questions from documents with citations.,25,True,,whitead/paper-qa,https://github.com/whitead/paper-qa,2023-02-05 01:07:25,2024-01-11 06:50:51.000,2023-12-07 04:06:11,180.0,10.0,303.0,42.0,92.0,50.0,68.0,3383.0,2023-12-05 00:18:07,3.13.4,75.0,12.0,paper-qa,,41.0,41.0,https://pypi.org/project/paper-qa,2654.0,2654.0,,,,1.0,,,,,,,,,,,,,,,,,
30,e3nn,,rep-learn,MIT,https://github.com/e3nn/e3nn,A modular framework for neural networks with Euclidean symmetry.,25,True,,e3nn/e3nn,https://github.com/e3nn/e3nn,2020-01-31 13:06:42,2024-01-11 10:24:38.000,2024-01-11 10:24:38,2161.0,4.0,116.0,18.0,209.0,18.0,131.0,818.0,2022-12-12 21:42:03,0.5.1,28.0,30.0,e3nn,conda-forge/e3nn,145.0,145.0,https://pypi.org/project/e3nn,99054.0,99627.0,https://anaconda.org/conda-forge/e3nn,2023-06-18 08:41:30.723,11465.0,1.0,,,,,,,,,,,,,,,,,
31,OPTIMADE Python tools,,datasets,MIT,https://github.com/Materials-Consortia/optimade-python-tools,Tools for implementing and consuming OPTIMADE APIs in Python.,25,True,,Materials-Consortia/optimade-python-tools,https://github.com/Materials-Consortia/optimade-python-tools,2018-06-05 21:00:07,2024-01-11 17:58:51.000,2024-01-11 14:08:32,1588.0,51.0,40.0,7.0,1508.0,84.0,338.0,55.0,2024-01-11 17:58:51,0.25.4,79.0,26.0,optimade,conda-forge/optimade,35.0,35.0,https://pypi.org/project/optimade,2561.0,4303.0,https://anaconda.org/conda-forge/optimade,2024-01-11 15:24:32.976,66217.0,1.0,,,,,,,,,,,,,,,,,
32,dgl-lifesci,,rep-learn,Apache-2.0,https://github.com/awslabs/dgl-lifesci,Python package for graph neural networks in chemistry and biology.,23,True,,awslabs/dgl-lifesci,https://github.com/awslabs/dgl-lifesci,2020-04-23 07:14:21,2023-11-01 19:32:07.000,2023-04-16 03:55:52,236.0,,136.0,17.0,141.0,25.0,57.0,650.0,2023-02-13 08:45:17,0.3.2,8.0,22.0,dgllife,,152.0,152.0,https://pypi.org/project/dgllife,13910.0,13910.0,,,,1.0,,,,,,,,,,,,,,,,,
33,DP-GEN,,ml-iap,LGPL-3.0,https://github.com/deepmodeling/dpgen,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,23,True,['workflows'],deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,2019-06-13 11:43:56,2024-01-09 05:17:06.000,2023-11-02 05:59:11,2047.0,11.0,161.0,13.0,766.0,20.0,236.0,258.0,2023-11-02 06:14:15,0.12.0,17.0,62.0,dpgen,deepmodeling/dpgen,4.0,4.0,https://pypi.org/project/dpgen,416.0,453.0,https://anaconda.org/deepmodeling/dpgen,2023-06-16 19:27:03.566,194.0,1.0,,,,,,1577.0,,,,,,,,,,,
34,MPContribs,,datasets,MIT,https://github.com/materialsproject/MPContribs,Platform for materials scientists to contribute and disseminate their materials data through Materials Project.,23,True,,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs,2014-12-11 18:25:27,2024-01-09 23:31:25.000,2024-01-09 23:31:24,5412.0,94.0,19.0,11.0,1595.0,20.0,78.0,32.0,2023-12-22 22:46:13,5.6.3,72.0,25.0,mpcontribs-client,,30.0,30.0,https://pypi.org/project/mpcontribs-client,3024.0,3024.0,,,,1.0,,,,,,,,,,,,,,,,,
35,Best-of Machine Learning with Python,,community,CC-BY-4.0,https://github.com/ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,22,True,"['general-ml', 'lang-py']",ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,2020-11-29 19:41:36,2024-01-11 15:45:13.000,2024-01-04 16:38:16,452.0,22.0,2140.0,384.0,240.0,18.0,33.0,14965.0,2024-01-04 16:38:24,2024.01.04,100.0,44.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
36,DScribe,,rep-eng,Apache-2.0,https://github.com/SINGROUP/dscribe,DScribe is a python package for creating machine learning descriptors for atomistic systems.,22,True,,SINGROUP/dscribe,https://github.com/SINGROUP/dscribe,2017-05-08 08:29:51,2024-01-06 12:07:39.000,2023-09-05 18:02:57,1287.0,,81.0,20.0,26.0,8.0,82.0,358.0,,,14.0,18.0,dscribe,conda-forge/dscribe,164.0,164.0,https://pypi.org/project/dscribe,13550.0,15487.0,https://anaconda.org/conda-forge/dscribe,2023-09-06 07:04:16.227,81364.0,1.0,,,,,,,,,,,,,,,,,
37,QUIP,,general-tool,GPL-2.0,https://github.com/libAtoms/QUIP,libAtoms/QUIP molecular dynamics framework: https://libatoms.github.io.,22,True,"['md', 'ml-iap', 'rep-eng', 'lang-fortran']",libAtoms/QUIP,https://github.com/libAtoms/QUIP,2013-07-02 15:21:59,2024-01-10 07:12:08.000,2024-01-10 07:03:58,10835.0,2.0,119.0,26.0,166.0,93.0,345.0,312.0,2023-06-15 19:11:24,0.9.14,15.0,81.0,quippy-ase,,26.0,26.0,https://pypi.org/project/quippy-ase,1006.0,1090.0,,,,2.0,libatomsquip/quip,https://hub.docker.com/r/libatomsquip/quip,2023-04-24 21:25:17.345957,4.0,9863.0,348.0,,,-1.0,,,,,,,,
38,MAML,,general-tool,BSD-3-Clause,https://github.com/materialsvirtuallab/maml,"Python for Materials Machine Learning, Materials Descriptors, Machine Learning Force Fields, Deep Learning, etc.",22,True,,materialsvirtuallab/maml,https://github.com/materialsvirtuallab/maml,2020-01-25 15:04:21,2024-01-01 19:46:01.000,2023-11-06 19:58:55,1617.0,8.0,69.0,21.0,527.0,4.0,60.0,305.0,2023-09-09 22:24:24,2023.9.9,13.0,29.0,maml,,6.0,6.0,https://pypi.org/project/maml,155.0,155.0,,,,2.0,,,,,,,,,-1.0,,,,,,,,
39,dpdata,,data-structures,LGPL-3.0,https://github.com/deepmodeling/dpdata,"Manipulating multiple atomic simulation data formats, including DeePMD-kit, VASP, LAMMPS, ABACUS, etc.",22,True,,deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,2019-04-12 13:24:23,2024-01-08 20:11:05.000,2023-10-31 01:50:24,666.0,9.0,110.0,8.0,408.0,10.0,70.0,161.0,2023-10-31 02:23:47,0.2.17,24.0,51.0,dpdata,deepmodeling/dpdata,109.0,109.0,https://pypi.org/project/dpdata,5379.0,5385.0,https://anaconda.org/deepmodeling/dpdata,2023-09-27 20:07:36.945,183.0,1.0,,,,,,,,,-1.0,,,,,,,,
40,kgcnn,,rep-learn,MIT,https://github.com/aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",22,True,,aimat-lab/gcnn_keras,https://github.com/aimat-lab/gcnn_keras,2020-07-17 11:12:46,2024-01-11 10:55:00.000,2024-01-11 10:50:39,3062.0,136.0,26.0,7.0,30.0,10.0,73.0,94.0,2024-01-05 16:35:52,4.0.0,25.0,7.0,kgcnn,,16.0,16.0,https://pypi.org/project/kgcnn,231.0,231.0,,,,1.0,,,,,,,,,,,,,,,,,
41,NVIDIA Deep Learning Examples for Tensor Cores,,rep-learn,https://github.com/NVIDIA/DeepLearningExamples/blob/master/DGLPyTorch/DrugDiscovery/SE3Transformer/LICENSE,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and..,21,True,"['educational', 'drug-discovery']",NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,2018-05-02 17:04:05,2023-12-31 06:04:18.000,2023-12-08 15:40:48,1434.0,7.0,2848.0,294.0,531.0,233.0,558.0,12033.0,,,,115.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
42,AlphaFold,,biomolecules,Apache-2.0,https://github.com/google-deepmind/alphafold,Open source code for AlphaFold.,21,True,,deepmind/alphafold,https://github.com/google-deepmind/alphafold,2021-06-17 14:06:06,2023-12-01 15:03:42.000,2023-11-01 12:32:02,133.0,2.0,1932.0,215.0,91.0,198.0,583.0,11225.0,2023-04-05 09:45:53,2.3.2,13.0,19.0,,,7.0,7.0,,,,,,,1.0,,,,,,,,,,google-deepmind/alphafold,,,,,,,
43,DIG: Dive into Graphs,,rep-learn,GPL-3.0,https://github.com/divelab/DIG,A library for graph deep learning research.,21,True,,divelab/DIG,https://github.com/divelab/DIG,2020-10-30 03:51:15,2023-12-22 22:35:35.000,2023-12-22 22:35:35,1075.0,4.0,259.0,33.0,36.0,23.0,175.0,1699.0,2023-04-07 20:33:15,1.1.0,10.0,49.0,dive-into-graphs,,,,https://pypi.org/project/dive-into-graphs,245.0,245.0,,,,2.0,,,,,,,,,,,,,,,,,
44,JAX-MD,,md,Apache-2.0,https://github.com/jax-md/jax-md,"Differentiable, Hardware Accelerated, Molecular Dynamics.",21,True,,jax-md/jax-md,https://github.com/jax-md/jax-md,2019-05-13 21:03:37,2023-12-21 19:04:51.000,2023-12-19 23:35:06,839.0,1.0,167.0,49.0,159.0,63.0,74.0,1046.0,2022-11-27 12:42:00,jax-md-v0.2.24,7.0,28.0,jax-md,,39.0,39.0,https://pypi.org/project/jax-md,1283.0,1283.0,,,,1.0,,,,,,,,,,,,,,,,,
45,MEGNet,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/megnet,Graph Networks as a Universal Machine Learning Framework for Molecules and Crystals.,21,True,,materialsvirtuallab/megnet,https://github.com/materialsvirtuallab/megnet,2018-12-12 21:31:28,2023-04-27 02:39:17.000,2023-04-27 02:39:17,1146.0,,144.0,24.0,314.0,17.0,57.0,471.0,2022-11-16 21:24:36,1.3.2,34.0,13.0,megnet,,73.0,73.0,https://pypi.org/project/megnet,319.0,319.0,,,,1.0,,,,,,,,,,,,,,,,,
46,TorchANI,,ml-iap,MIT,https://github.com/aiqm/torchani,Accurate Neural Network Potential on PyTorch.,21,True,,aiqm/torchani,https://github.com/aiqm/torchani,2018-04-02 15:43:04,2023-12-05 16:30:00.718,2023-11-14 16:32:59,434.0,1.0,114.0,28.0,481.0,19.0,142.0,419.0,2023-11-14 16:38:04,2.2.4,24.0,17.0,torchani,conda-forge/torchani,30.0,30.0,https://pypi.org/project/torchani,1546.0,7235.0,https://anaconda.org/conda-forge/torchani,2023-12-05 16:30:00.718,233284.0,1.0,,,,,,,,,,,,,,,,,
47,DeepQMC,,ml-wft,MIT,https://github.com/deepqmc/deepqmc,Deep learning quantum Monte Carlo for electrons in real space.,21,True,,deepqmc/deepqmc,https://github.com/deepqmc/deepqmc,2019-12-06 14:50:59,2023-11-20 10:29:54.000,2023-11-20 10:29:53,1456.0,62.0,57.0,22.0,154.0,2.0,37.0,314.0,2023-11-20 10:09:02,1.1.2,10.0,13.0,deepqmc,,1.0,1.0,https://pypi.org/project/deepqmc,75.0,75.0,,,,1.0,,,,,,,,,,,,,,,,,
48,JARVIS-Tools,,general-tool,https://github.com/usnistgov/jarvis/blob/master/LICENSE.rst,https://github.com/usnistgov/jarvis,JARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications:..,21,True,,usnistgov/jarvis,https://github.com/usnistgov/jarvis,2017-06-22 19:34:02,2024-01-04 17:38:36.000,2023-12-27 19:25:27,2095.0,1.0,109.0,27.0,223.0,42.0,43.0,261.0,2023-08-11 17:26:26,2023.08.01,69.0,15.0,jarvis-tools,conda-forge/jarvis-tools,67.0,67.0,https://pypi.org/project/jarvis-tools,2412.0,3950.0,https://anaconda.org/conda-forge/jarvis-tools,2023-06-16 19:23:23.093,60006.0,2.0,,,,,,,,,,,,,,,,,
49,MatGL (Materials Graph Library),,rep-learn,BSD-3-Clause,https://github.com/materialsvirtuallab/matgl,Graph deep learning library for materials.,21,True,,materialsvirtuallab/matgl,https://github.com/materialsvirtuallab/matgl,2022-08-29 18:36:05,2023-12-19 13:44:50.000,2023-12-12 12:41:09,907.0,31.0,35.0,9.0,148.0,3.0,48.0,163.0,2023-11-17 20:11:53,0.9.1,25.0,13.0,m3gnet,,23.0,23.0,https://pypi.org/project/m3gnet,776.0,776.0,,,,2.0,,,,,,,,,,,,,,,,,
50,CHGNet,,ml-iap,https://github.com/CederGroupHub/chgnet/blob/main/LICENSE,https://github.com/CederGroupHub/chgnet,Pretrained universal neural network potential for charge-informed atomistic modeling https://chgnet.lbl.gov.,21,True,"['md', 'pre-trained', 'electrostatics', 'magnetism', 'structure-relaxation']",CederGroupHub/chgnet,https://github.com/CederGroupHub/chgnet,2023-02-24 23:44:24,2023-12-25 08:32:49.000,2023-12-25 08:32:48,354.0,32.0,33.0,3.0,67.0,1.0,29.0,158.0,2023-12-07 22:56:19,0.3.3,11.0,7.0,chgnet,,15.0,15.0,https://pypi.org/project/chgnet,6292.0,6292.0,,,,1.0,,,,,,,,,,,,,,,,,
51,DM21,,ml-dft,Apache-2.0,https://github.com/deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,This package provides a PySCF interface to the DM21 (DeepMind 21) family of exchange-correlation functionals described..,20,True,,deepmind/deepmind-research,https://github.com/google-deepmind/deepmind-research,2019-01-15 09:54:13,2023-12-19 20:57:13.000,2023-06-02 17:04:50,369.0,,2451.0,337.0,181.0,165.0,136.0,12418.0,,,,92.0,,,,,,,,,,,1.0,,,,,,,,,,google-deepmind/deepmind-research,,,,,,,
52,NequIP,,ml-iap,MIT,https://github.com/mir-group/nequip,NequIP is a code for building E(3)-equivariant interatomic potentials.,19,True,,mir-group/nequip,https://github.com/mir-group/nequip,2021-03-15 23:44:39,2023-12-12 22:32:40.000,2023-12-12 22:32:40,1671.0,1.0,105.0,19.0,149.0,17.0,53.0,489.0,2022-12-20 18:52:46,0.5.6,14.0,8.0,nequip,conda-forge/nequip,16.0,16.0,https://pypi.org/project/nequip,499.0,689.0,https://anaconda.org/conda-forge/nequip,2023-06-18 08:41:30.787,3810.0,1.0,,,,,,,,,,,,,,,,,
53,TorchMD-NET,,ml-iap,MIT,https://github.com/torchmd/torchmd-net,Neural network potentials.,19,True,"['md', 'rep-learn', 'transformer', 'pre-trained']",torchmd/torchmd-net,https://github.com/torchmd/torchmd-net,2021-04-09 16:16:32,2024-01-09 15:33:21.000,2024-01-08 12:23:31,904.0,30.0,55.0,11.0,164.0,24.0,59.0,228.0,2024-01-08 12:04:28,0.11.0,13.0,13.0,,conda-forge/torchmd-net,,,,,1017.0,https://anaconda.org/conda-forge/torchmd-net,2024-01-08 15:13:33.366,3052.0,1.0,,,,,,,,,,,,,,,,,
54,e3nn-jax,,rep-learn,Apache-2.0,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,19,True,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2024-01-10 15:59:50.000,2024-01-10 15:59:46,974.0,35.0,15.0,9.0,43.0,,14.0,142.0,2024-01-05 11:51:27,0.20.5,41.0,6.0,e3nn-jax,,25.0,25.0,https://pypi.org/project/e3nn-jax,3267.0,3267.0,,,,2.0,,,,,,,,,,,,,,,,,
55,Metatensor,,data-structures,BSD-3-Clause,https://github.com/lab-cosmo/metatensor,Self-describing sparse tensor data format for atomistic machine learning and beyond.,19,True,"['lang-rust', 'lang-c', 'lang-cpp', 'lang-py']",lab-cosmo/metatensor,https://github.com/lab-cosmo/metatensor,2022-03-01 15:58:28,2024-01-11 17:58:38.000,2024-01-11 13:54:38,501.0,60.0,12.0,18.0,322.0,42.0,83.0,32.0,2024-01-08 17:32:17,metatensor-torch-v0.2.0,15.0,17.0,,,6.0,6.0,,,1240.0,,,,2.0,,,,,,3722.0,,,,,,,,,,,
